col1
"1973 National League Player Review
← 1972 | 1973 Hitting Statistics League Leaders | 1974 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Darrell Evans,Atlanta,124,Top 25
Batting Average,Pete Rose,Cincinnati,.338,Top 25
Doubles,Willie Stargell,Pittsburgh,43,Top 25
Hits,Pete Rose,Cincinnati,230,Top 25
Home Runs,Willie Stargell,Pittsburgh,44,Top 25
On Base Percentage,Ken Singleton,Montreal,.429,Top 25
RBI,Willie Stargell,Pittsburgh,119,Top 25
Runs,Bobby Bonds,San Francisco,131,Top 25
Slugging Average,Willie Stargell,Pittsburgh,.646,Top 25
Stolen Bases,Lou Brock,St. Louis,70,Top 25
Total Bases,Bobby Bonds,San Francisco,341,Top 25
Triples,Roger Metzger,Houston,14,Top 25
Statistic,Name(s),Team(s),#,Top 25
1973 N.L. History | 1973 A.L. History | Year-by-Year History
