col1
"1883 American Association Player Review
← 1882 | 1883 Hitting Statistics League Leaders | 1884 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Ecky Stearns,Baltimore,34,Top 25
Batting Average,Ed Swartwood,Pittsburgh,.357,Top 25
Doubles,Harry Stovey,Philadelphia,31,Top 25
Hits,Ed Swartwood,Pittsburgh,147,Top 25
Home Runs,Harry Stovey,Philadelphia,14,Top 25
On Base Percentage,Ed Swartwood,Pittsburgh,.394,Top 25
RBI,Data Not Kept,n/a,n/a,n/a
Runs,Harry Stovey,Philadelphia,110,Top 25
Slugging Average,Harry Stovey,Philadelphia,.506,Top 25
Total Bases,Harry Stovey,Philadelphia,213,Top 25
Triples,Pop Smith,Columbus,17,Top 25
Statistic,Name(s),Team(s),#,Top 25
1883 A.L. History | 1883 N.L. History | Year-by-Year History
