col1
"1982 National League Player Review
← 1981 | 1982 Hitting Statistics League Leaders | 1983 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Mike Schmidt,Philadelphia,107,Top 25
Batting Average,Al Oliver,Montreal,.331,Top 25
Doubles,Al Oliver,Montreal,43,Top 25
Hits,Al Oliver,Montreal,204,Top 25
Home Runs,Dave Kingman,New York,37,Top 25
On Base Percentage,Mike Schmidt,Philadelphia,.407,Top 25
RBI,Dale Murphy,Atlanta,109,Top 25
Al Oliver,Montreal
Runs,Lonnie Smith,St. Louis,120,Top 25
Slugging Average,Mike Schmidt,Philadelphia,.547,Top 25
Stolen Bases,Tim Raines,Montreal,78,Top 25
Total Bases,Al Oliver,Montreal,317,Top 25
Triples,Dickie Thon,Houston,10,Top 25
Statistic,Name(s),Team(s),#,Top 25
1982 N.L. History | 1982 A.L. History | Year-by-Year History
