col1
"1924 National League Player Review
← 1923 | 1924 Hitting Statistics League Leaders | 1925 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Rogers Hornsby,St. Louis,89,Top 25
Batting Average,Rogers Hornsby,St. Louis,.424,Top 25
Doubles,Rogers Hornsby,St. Louis,43,Top 25
Hits,Rogers Hornsby,St. Louis,227,Top 25
Home Runs,Jack Fournier,Brooklyn,27,Top 25
On Base Percentage,Rogers Hornsby,St. Louis,.507,Top 25
RBI,George Kelly,New York,136,Top 25
Runs,Frankie Frisch,New York,121,Top 25
Rogers Hornsby,St. Louis
Slugging Average,Rogers Hornsby,St. Louis,.696,Top 25
Stolen Bases,Max Carey,Pittsburgh,49,Top 25
Total Bases,Rogers Hornsby,St. Louis,373,Top 25
Triples,Edd Roush,Cincinnati,21,Top 25
Statistic,Name(s),Team(s),#,Top 25
1924 N.L. History | 1924 N.L. History | Year-by-Year History
