col1
"1916 National League Player Review
← 1915 | 1916 Hitting Statistics League Leaders | 1917 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Heinie Groh,Cincinnati,84,Top 25
Batting Average,Hal Chase,Cincinnati,.339,Top 25
Doubles,Bert Niehoff,Philadelphia,42,Top 25
Hits,Hal Chase,Cincinnati,184,Top 25
Home Runs,Dave Robertson,New York,12,Top 25
Cy Williams,Chicago
On Base Percentage,Gavvy Cravath,Philadelphia,.379,Top 25
RBI,Heinie Zimmerman,Chicago,83,Top 25
New York
Runs,George Burns,New York,105,Top 25
Slugging Average,Zack Wheat,Brooklyn,.461,Top 25
Stolen Bases,Max Carey,Pittsburgh,63,Top 25
Total Bases,Zack Wheat,Brooklyn,262,Top 25
Triples,Bill Hinchman,Pittsburgh,16,Top 25
Statistic,Name(s),Team(s),#,Top 25
1916 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
