col1
"1935 National League Player Review
← 1934 | 1935 Hitting Statistics League Leaders | 1936 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Arky Vaughan,Pittsburgh,97,Top 25
Batting Average,Arky Vaughan,Pittsburgh,.385,Top 25
Doubles,Billy Herman,Chicago,57,Top 25
Hits,Billy Herman,Chicago,227,Top 25
Home Runs,Wally Berger,Boston,34,Top 25
On Base Percentage,Arky Vaughan,Pittsburgh,.491,Top 25
RBI,Wally Berger,Boston,130,Top 25
Runs,Augie Galan,Chicago,133,Top 25
Slugging Average,Arky Vaughan,Pittsburgh,.607,Top 25
Stolen Bases,Augie Galan,Chicago,22,Top 25
Total Bases,Joe Medwick,St. Louis,365,Top 25
Triples,Ival Goodman,Cincinnati,18,Top 25
Statistic,Name(s),Team(s),#,Top 25
1935 N.L. History | 1935 A.L. History | Year-by-Year History
