col1
"2022 National League Player Review
← 2021 | 2022 Hitting Statistics League Leaders | 2023 →"
Statistic,Name,Team,#,Top 25
Base on Balls,Juan Soto,Washington Nationals,135,Top 25
San Diego Padres
Batting Average,Jeff McNeil,New York Mets,.326,Top 25
Doubles,Freddie Freeman,Los Angeles Dodgers,44,Top 25
Hits,Freddie Freeman,Los Angeles Dodgers,11,Top 25
Home Runs,Kyle Schwarber,Philadelphia Phillies,46,Top 25
On Base Percentage,Freddie Freeman,Los Angeles Dodgers,.407,Top 25
RBI,Pete Alonso,New York Mets,131,Top 25
Runs,Mookie Betts,Los Angeles Dodgers,117,Top 25
Freddie Freeman,Los Angeles Dodgers,117
Slugging Average,Paul Goldschmidt,St. Louis Cardinals,.578,Top 25
Stolen Bases,Jon Berti,Miami Marlins,41,Top 25
Total Bases,Austin Riley,Atlanta Braves,325,Top 25
Triples,Gavin Lux,Los Angeles Dodgers,7,Top 25
Brandon Nimmo,New York Mets,7
Statistic,Name,Team,#,Top 25
2022 N.L. History | 2022 A.L. History | Year-by-Year History
