col1
"1991 National League Player Review
← 1990 | 1991 Hitting Statistics League Leaders | 1992 →"
Statistic,Name,Team,#,Top 25
Base on Balls,Brett Butler,Los Angeles,108,Top 25
Batting Average,Terry Pendleton,Atlanta,.319,Top 25
Doubles,Bobby Bonilla,Pittsburgh,44,Top 25
Hits,Terry Pendleton,Atlanta,187,Top 25
Home Runs,Howard Johnson,New York,38,Top 25
On Base Percentage,Barry Bonds,Pittsburgh,.419,Top 25
RBI,Howard Johnson,New York,117,Top 25
Runs,Brett Butler,Los Angeles,112,Top 25
Slugging Average,Will Clark,San Francisco,.536,Top 25
Stolen Bases,Marquis Grissom,Montreal,76,Top 25
Total Bases,Will Clark,San Francisco,303,Top 25
Terry Pendleton,Atlanta
Triples,Ray Lankford,St. Louis,15,Top 25
Statistic,Name,Team,#,Top 25
1991 N.L. History | 1991 A.L. History | Year-by-Year History
