col1
"1914 Federal League Player Review
1914 Hitting Statistics League Leaders | 1915 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Al Wickland,Chicago,81,Top 25
Batting Average,Benny Kauff,Indianapolis,.370,Top 25
Doubles,Benny Kauff,Indianapolis,44,Top 25
Hits,Benny Kauff,Indianapolis,211,Top 25
Home Runs,Dutch Zwilling,Chicago,16,Top 25
On Base Percentage,Benny Kauff,Indianapolis,.447,Top 25
RBI,Frank LaPorte,Indianapolis,107,Top 25
Runs,Benny Kauff,Indianapolis,120,Top 25
Slugging Average,Steve Evans,Brooklyn,.556,Top 25
Stolen Bases,Benny Kauff,Indianapolis,75,Top 25
Total Bases,Benny Kauff,Indianapolis,305,Top 25
Triples,Jimmy Esmond,Indianapolis,15,Top 25
Steve Evans,Brooklyn
Statistic,Name(s),Team(s),#,Top 25
F.L. Retirements | F.L. Rookies | Year-by-Year
