col1
"1879 National League Player Review
← 1878 | 1879 Hitting Statistics League Leaders | 1880 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Charley Jones,Boston,29,Top 25
Batting Average,Paul Hines,Providence,.357,Top 25
Doubles,Charlie Eden,Cleveland,31,Top 25
Hits,Paul Hines,Providence,146,Top 25
Home Runs,Charley Jones,Boston,9,Top 25
On Base Percentage,Jim O'Rourke,Providence,.371,Top 25
RBI,Charley Jones,Boston,62,Top 25
Jim O'Rourke,Boston
Runs,Charley Jones,Boston,85,Top 25
Slugging Average,Jim O'Rourke,Boston,.521,Top 25
Total Bases,Paul Hines,Providence,197,Top 25
Triples,Buttercup Dickerson,Cincinnati,14,Top 25
Statistic,Name(s),Team(s),#,Top 25
1879 N.L. History | Year-by-Year History
