col1
"1932 National League Player Review
← 1931 | 1932 Hitting Statistics League Leaders | 1933 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Mel Ott,New York,100,Top 25
Batting Average,Lefty O'Doul,Brooklyn,.368,Top 25
Doubles,Paul Waner,Pittsburgh,62,Top 25
Hits,Chuck Klein,Philadelphia,226,Top 25
Home Runs,Chuck Klein,Philadelphia,38,Top 25
Mel Ott,New York
On Base Percentage,Mel Ott,New York,.424,Top 25
RBI,Don Hurst,Philadelphia,143,Top 25
Runs,Chuck Klein,Philadelphia,152,Top 25
Slugging Average,Chuck Klein,Philadelphia,.646,Top 25
Stolen Bases,Chuck Klein,Philadelphia,20,Top 25
Total Bases,Chuck Klein,Philadelphia,420,Top 25
Triples,Babe Herman,Cincinnati,19,Top 25
Statistic,Name(s),Team(s),#,Top 25
1932 N.L. History | 1932 A.L. History | Year-by-Year History
