col1
"1980 National League Player Review
← 1979 | 1980 Hitting Statistics League Leaders | 1981 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Dan Driessen,Cincinnati,93,Top 25
Joe Morgan,Houston
Batting Average,Bill Buckner,Chicago,.324,Top 25
Doubles,Pete Rose,Philadelphia,42,Top 25
Hits,Steve Garvey,Los Angeles,200,Top 25
Home Runs,Mike Schmidt,Philadelphia,48,Top 25
On Base Percentage,Keith Hernandez,St. Louis,.410,Top 25
RBI,Mike Schmidt,Philadelphia,121,Top 25
Runs,Keith Hernandez,St. Louis,111,Top 25
Slugging Average,Mike Schmidt,Philadelphia,.624,Top 25
Stolen Bases,Ron LeFlore,Montreal,97,Top 25
Total Bases,Mike Schmidt,Philadelphia,342,Top 25
Triples,Omar Moreno,Pittsburgh,13,Top 25
Rodney Scott,Montreal
Statistic,Name(s),Team(s),#,Top 25
1980 N.L. History | 1980 A.L. History | Year-by-Year History
