col1
"1975 National League Player Review
← 1974 | 1975 Hitting Statistics League Leaders | 1976 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Joe Morgan,Cincinnati,132,Top 25
Batting Average,Bill Madlock,Chicago,.354,Top 25
Doubles,Pete Rose,Cincinnati,47,Top 25
Hits,Dave Cash,Philadelphia,213,Top 25
Home Runs,Mike Schmidt,Philadelphia,38,Top 25
On Base Percentage,Joe Morgan,Cincinnati,.471,Top 25
RBI,Greg Luzinski,Philadelphia,120,Top 25
Runs,Pete Rose,Cincinnati,112,Top 25
Slugging Average,Dave Parker,Pittsburgh,.541,Top 25
Stolen Bases,Davey Lopes,Los Angeles,77,Top 25
Total Bases,Greg Luzinski,Philadelphia,322,Top 25
Triples,Ralph Garr,Atlanta,11,Top 25
Statistic,Name(s),Team(s),#,Top 25
1975 N.L. History | 1975 A.L. History | Year-by-Year History
