col1
"1880 National League Player Review
← 1879 | 1880 Hitting Statistics League Leaders | 1881 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Bob Ferguson,Troy,24,Top 25
Batting Average,George Gore,Chicago,.360,Top 25
Doubles,Fred Dunlap,Cleveland,27,Top 25
Hits,Abner Dalrymple,Chicago,126,Top 25
Home Runs,Jim O'Rourke,Boston,6,Top 25
Harry Stovey,Worcester
On Base Percentage,George Gore,Chicago,.399,Top 25
RBI,Cap Anson,Chicago,74,Top 25
Runs,Abner Dalrymple,Chicago,91,Top 25
Slugging Average,George Gore,Chicago,.463,Top 25
Total Bases,Abner Dalrymple,Chicago,175,Top 25
Triples,Harry Stovey,Worcester,14,Top 25
Statistic,Name(s),Team(s),#,Top 25
1880 N.L. History | Year-by-Year History
