col1
"1944 National League Player Review
← 1943 | 1944 Hitting Statistics League Leaders | 1945 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Augie Galan,Brooklyn,101,Top 25
Batting Average,Dixie Walker,Brooklyn,.357,Top 25
Doubles,Stan Musial,St. Louis,51,Top 25
Hits,Phil Cavarretta,Chicago,197,Top 25
Stan Musial,St. Louis
Home Runs,Bill Nicholson,Chicago,33,Top 25
On Base Percentage,Stan Musial,St. Louis,.440,Top 25
RBI,Bill Nicholson,Chicago,122,Top 25
Runs,Bill Nicholson,Chicago,116,Top 25
Slugging Average,Stan Musial,St. Louis,.549,Top 25
Stolen Bases,Johnny Barrett,Pittsburgh,28,Top 25
Total Bases,Bill Nicholson,Chicago,317,Top 25
Triples,Johnny Barrett,Pittsburgh,19,Top 25
Statistic,Name(s),Team(s),#,Top 25
1944 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
