col1
"2020 National League Player Review
← 2019 | 2020 Hitting Statistics League Leaders | 2021 →"
Statistic,Name,Team,#,Top 25
Base on Balls,Bryce Harper,Philadelphia Phillies,49,Top 25
Batting Average,Juan Soto,Washington Nationals,.351,Top 25
Doubles,Freddie Freeman,Atlanta Braves,23,Top 25
Hits,Trea Turner,Washington Nationals,78,Top 25
Home Runs,Marcell Ozuna,Atlanta Braves,18,Top 25
On Base Percentage,Juan Soto,Washington Nationals,.490,Top 25
RBI,Marcell Ozuna,Atlanta Braves,56,Top 25
Runs,Freddie Freeman,Atlanta Braves,51,Top 25
Slugging Average,Juan Soto,Washington Nationals,.695,Top 25
Stolen Bases,Trevor Story,Colorado Rockies,15,Top 25
Total Bases,Marcell Ozuna,Atlanta Braves,145,Top 25
Triples,Trevor Story,Colorado Rockies,4,Top 25
Trea Turner,Washington Nationals,4
Mike Yastrzemski,San Francisco Giants,4
Statistic,Name,Team,#,Top 25
2020 N.L. History | 2020 A.L. History | Year-by-Year History
