col1
"1922 National League Player Review
← 1922 | 1922 Hitting Statistics League Leaders | 1923 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Max Carey,Pittsburgh,80,Top 25
Batting Average,Rogers Hornsby,St. Louis,.401,Top 25
Doubles,Rogers Hornsby,St. Louis,46,Top 25
Hits,Rogers Hornsby,St. Louis,250,Top 25
Home Runs,Rogers Hornsby,St. Louis,42,Top 25
On Base Percentage,Rogers Hornsby,St. Louis,.459,Top 25
RBI,Rogers Hornsby,St. Louis,152,Top 25
Runs,Rogers Hornsby,St. Louis,141,Top 25
Slugging Average,Rogers Hornsby,St. Louis,.722,Top 25
Stolen Bases,Max Carey,Pittsburgh,51,Top 25
Total Bases,Rogers Hornsby,St. Louis,450,Top 25
Triples,Jake Daubert,Cincinnati,22,Top 25
Statistic,Name(s),Team(s),#,Top 25
1922 N.L. History | 1922 A.L. History | Year-by-Year History
