col1
"1906 National League Player Review
← 1905 | 1906 Hitting Statistics League Leaders | 1907 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Roy Thomas,Philadelphia,107,Top 25
Batting Average,Honus Wagner,Pittsburgh,.339,Top 25
Doubles,Honus Wagner,Pittsburgh,38,Top 25
Hits,Harry Steinfeldt,Chicago,176,Top 25
Home Runs,Tim Jordan,Brooklyn,12,Top 25
On Base Percentage,Roger Bresnahan,New York,.419,Top 25
RBI,Jim Nealon,Pittsburgh,83,Top 25
Harry Steinfeldt,Chicago
Runs,Frank Chance,Chicago,103,Top 25
Honus Wagner,Pittsburgh
Slugging Average,Harry Lumley,Brooklyn,.477,Top 25
Stolen Bases,Frank Chance,Chicago,57,Top 25
Total Bases,Honus Wagner,Pittsburgh,237,Top 25
Triples,Fred Clarke,Pittsburgh,13,Top 25
Frank Schulte,Chicago
Statistic,Name(s),Team(s),#,Top 25
1906 N.L. History | 1906 A.L. History | Year-by-Year History
