col1
"1984 National League Player Review
← 1983 | 1984 Hitting Statistics League Leaders | 1985 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Gary Matthews,Chicago,103,Top 25
Batting Average,Tony Gwynn,San Diego,.351,Top 25
Doubles,Tim Raines,Montreal,38,Top 25
Johnny Ray,Pittsburgh
Hits,Tony Gwynn,San Diego,213,Top 25
Home Runs,Dale Murphy,Atlanta,36,Top 25
Mike Schmidt,Philadelphia
On Base Percentage,Gary Matthews,Chicago,.417,Top 25
RBI,Gary Carter,Montreal,106,Top 25
Mike Schmidt,Philadelphia
Runs,Ryne Sandberg,Chicago,114,Top 25
Slugging Average,Dale Murphy,Atlanta,.547,Top 25
Stolen Bases,Tim Raines,Montreal,75,Top 25
Total Bases,Dale Murphy,Atlanta,332,Top 25
Triples,Juan Samuel,Philadelphia,19,Top 25
Ryne Sandberg,Chicago
Statistic,Name(s),Team(s),#,Top 25
1984 N.L. History | 1984 A.L. History | Year-by-Year History
