col1
"1971 National League Player Review
← 1970 | 1971 Hitting Statistics League Leaders | 1972 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Willie Mays,San Francisco,112,Top 25
Batting Average,Joe Torre,St. Louis,.363,Top 25
Doubles,Cesar Cedeno,Houston,40,Top 25
Hits,Joe Torre,St. Louis,230,Top 25
Home Runs,Willie Stargell,Pittsburgh,48,Top 25
On Base Percentage,Willie Mays,San Francisco,.429,Top 25
RBI,Joe Torre,St. Louis,137,Top 25
Runs,Lou Brock,St. Louis,126,Top 25
Slugging Average,Hank Aaron,Atlanta,.669,Top 25
Stolen Bases,Lou Brock,St. Louis,64,Top 25
Total Bases,Joe Torre,St. Louis,352,Top 25
Triples,Roger Metzger,Houston,11,Top 25
Joe Morgan,Houston
Statistic,Name(s),Team(s),#,Top 25
1971 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
