col1
"1886 American Association Player Review
← 1885 | 1886 Hitting Statistics League Leaders | 1887 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,George Pinkney,Brooklyn,70,Top 25
Ed Swartwood,Brooklyn
Batting Average,Guy Hecker,Louisville,.341,Top 25
Doubles,Henry Larkin,Philadelphia,36,Top 25
Hits,Dave Orr,New York,193,Top 25
Home Runs,Bid McPhee,Cincinnati,8,Top 25
On Base Percentage,Bob Caruthers,St. Louis,.448,Top 25
RBI,Tip O'Neill,St. Louis,107,Top 25
Runs,Arlie Latham,St. Louis,152,Top 25
Slugging Average,Dave Orr,New York,.527,Top 25
Total Bases,Dave Orr,New York,301,Top 25
Triples,Dave Orr,New York,31,Top 25
Statistic,Name(s),Team(s),#,Top 25
1886 A.A. History | 1886 N.L. History | Year-by-Year History
