col1
"1976 National League Player Review
← 1975 | 1976 Hitting Statistics League Leaders | 1977 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Jimmy Wynn,Atlanta,127,Top 25
Batting Average,Bill Madlock,Chicago,.339,Top 25
Doubles,Pete Rose,Cincinnati,42,Top 25
Hits,Pete Rose,Cincinnati,215,Top 25
Home Runs,Mike Schmidt,Philadelphia,38,Top 25
On Base Percentage,Joe Morgan,Cincinnati,.453,Top 25
RBI,George Foster,Cincinnati,121,Top 25
Runs,Pete Rose,Cincinnati,130,Top 25
Slugging Average,Joe Morgan,Cincinnati,.576,Top 25
Stolen Bases,Davey Lopes,Los Angeles,63,Top 25
Total Bases,Mike Schmidt,Philadelphia,306,Top 25
Triples,Dave Cash,Philadelphia,12,Top 25
Statistic,Name(s),Team(s),#,Top 25
1976 N.L. History | 1976 A.L. History | Year-by-Year History
