col1
"1918 National League Player Review
← 1917 | 1918 Hitting Statistics League Leaders | 1919 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Max Carey,Pittsburgh,62,Top 25
Batting Average,Zack Wheat,Brooklyn,.335,Top 25
Doubles,Heinie Groh,Cincinnati,28,Top 25
Hits,Charlie Hollocher,Chicago,161,Top 25
Home Runs,Gavvy Cravath,Philadelphia,8,Top 25
On Base Percentage,Heinie Groh,Cincinnati,.395,Top 25
RBI,Sherry Magee,Cincinnati,76,Top 25
Runs,Heinie Groh,Cincinnati,86,Top 25
Slugging Average,Edd Roush,Cincinnati,.455,Top 25
Stolen Bases,Max Carey,Pittsburgh,58,Top 25
Total Bases,Charlie Hollocher,Chicago,202,Top 25
Triples,Jake Daubert,Brooklyn,15,Top 25
Statistic,Name(s),Team(s),#,Top 25
1918 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
