col1
"1959 National League Player Review
← 1958 | 1959 Hitting Statistics League Leaders | 1960 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Jim Gilliam,Los Angeles,96,Top 25
Batting Average,Hank Aaron,Milwaukee,.355,Top 25
Doubles,Vada Pinson,Cincinnati,47,Top 25
Hits,Hank Aaron,Milwaukee,223,Top 25
Home Runs,Eddie Mathews,Milwaukee,46,Top 25
On Base Percentage,Joe Cunningham,St. Louis,.453,Top 25
RBI,Ernie Banks,Chicago,143,Top 25
Runs,Vada Pinson,Cincinnati,131,Top 25
Slugging Average,Hank Aaron,Milwaukee,.636,Top 25
Stolen Bases,Willie Mays,San Francisco,27,Top 25
Total Bases,Hank Aaron,Milwaukee,400,Top 25
Triples,Wally Moon,Los Angeles,11,Top 25
Charlie Neal,Los Angeles
Statistic,Name(s),Team(s),#,Top 25
1959 N.L. History | 1959 A.L. History | Year-by-Year History
