col1
"1876 National League Player Review
1876 Hitting Statistics League Leaders | 1877 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Ross Barnes,Chicago,20,Top 25
Batting Average,Ross Barnes,Chicago,.429,Top 25
Doubles,Ross Barnes,Chicago,21,Top 25
Dick Higham
Paul Hines
Hits,Ross Barnes,Chicago,138,Top 25
Home Runs,George Hall,Philadelphia,5,Top 25
On Base Percentage,Ross Barnes,Chicago,.462,Top 25
RBI,Deacon White,Chicago,60,Top 25
Runs,Ross Barnes,Chicago,126,Top 25
Slugging Average,Ross Barnes,Chicago,.590,Top 25
Total Bases,Ross Barnes,Chicago,190,Top 25
Triples,Ross Barnes,Chicago,14,Top 25
Statistic,Name(s),Team(s),#,Top 25
1876 N.L. History | Year-by-Year History
