col1
"1892 National League Player Review
← 1891 | 1892 Hitting Statistics League Leaders | 1893 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Jack Crooks,St. Louis,136,Top 25
Batting Average,Dan Brouthers,Brooklyn,.335,Top 25
Doubles,Roger Connor,Philadelphia,37,Top 25
Hits,Dan Brouthers,Brooklyn,197,Top 25
Home Runs,Bug Holliday,Cincinnati,13,Top 25
On Base Percentage,Cupid Childs,Cleveland,.443,Top 25
RBI,Dan Brouthers,Brooklyn,124,Top 25
Runs,Cupid Childs,Cleveland,136,Top 25
Slugging Average,Ed Delahanty,Philadelphia,.495,Top 25
Stolen Bases,John Ward,Brooklyn,88,Top 25
Total Bases,Dan Brouthers,Brooklyn,282,Top 25
Triples,Ed Delahanty,Philadelphia,21,Top 25
Statistic,Name(s),Team(s),#,Top 25
1892 N.L. History | Year-by-Year History
