col1
"2021 National League Player Review
← 2020 | 2021 Hitting Statistics League Leaders | 2022 →"
Statistic,Name,Team,#,Top 25
Base on Balls,Juan Soto,Washington Nationals,145,Top 25
Batting Average,Trea Turner,Washington Nationals,.328,Top 25
Los Angeles Dodgers
Doubles,Bryce Harper,Philadelphia Phillies,42,Top 25
Hits,Trea Turner,Washington Nationals,195,Top 25
Los Angeles Dodgers
Home Runs,Fernando Tatis Jr.,San Diego Padres,42,Top 25
On Base Percentage,Juan Soto,Washington Nationals,.465,Top 25
RBI,Adam Duvall,Miami Marlins,113,Top 25
Atlanta Braves
Runs,Freddie Freeman,Atlanta Braves,120,Top 25
Slugging Average,Bryce Harper,Philadelphia Phillies,.615,Top 25
Stolen Bases,Trea Turner,Washington Nationals,32,Top 25
Los Angeles Dodgers
Total Bases,Trea Turner,Washington Nationals,319,Top 25
Los Angeles Dodgers
Triples,David Peralta,Arizona Diamondbacks,8,Top 25
Bryan Reynolds,Pittsburgh Pirates,8
Statistic,Name,Team,#,Top 25
2021 N.L. History | 2021 A.L. History | Year-by-Year History
