col1
"2012 National League Player Review
← 2011 | 2012 Hitting Statistics League Leaders | 2013 →"
Statistic,Name,Team,#,Top 25
Base on Balls,Dan Uggla,Atlanta,94,Top 25
Joey Votto,Cincinnati
Batting Average,Buster Posey *,San Francisco,.336,Top 25
Doubles,Aramis Ramirez,Milwaukee,50,Top 25
Hits,Andrew McCutchen,Pittsburgh,194,Top 25
Home Runs,Ryan Braun,Milwaukee,41,Top 25
On Base Percentage,Joey Votto,Cincinnati,.474,Top 25
RBI,Chase Headley,San Diego,115,Top 25
Runs,Ryan Braun,Milwaukee,108,Top 25
Slugging Average,Mike Stanton,Miami,.608,Top 25
Stolen Bases,Everth Cabrera,San Diego,44,Top 25
Total Bases,Ryan Braun,Milwaukee,356,Top 25
Triples,Angel Pagan,San Francisco,15,Top 25
Statistic,Name,Team,#,Top 25
2012 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
