col1
"1897 National League Player Review
← 1896 | 1897 Hitting Statistics League Leaders | 1898 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Billy Hamilton,Boston,105,Top 25
Batting Average,Willie Keeler,Baltimore,.424,Top 25
Doubles,Jake Stenzel,Baltimore,43,Top 25
Hits,Willie Keeler,Baltimore,239,Top 25
Home Runs,Hugh Duffy,Boston,11,Top 25
On Base Percentage,John McGraw,Baltimore,.471,Top 25
RBI,George Davis,New York,136,Top 25
Runs,Billy Hamilton,Boston,152,Top 25
Slugging Average,Nap Lajoie,Philadelphia,.569,Top 25
Stolen Bases,Bill Lange,Chicago,73,Top 25
Total Bases,Nap Lajoie,Philadelphia,310,Top 25
Triples,Harry Davis,Pittsburgh,28,Top 25
Statistic,Name(s),Team(s),#,Top 25
1897 N.L. History | Year-by-Year History
