col1
"1903 National League Player Review
← 1902 | 1903 Hitting Statistics League Leaders | 1904 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Roy Thomas,Philadelphia,107,Top 25
Batting Average,Honus Wagner,Pittsburgh,.355,Top 25
Doubles,Fred Clarke,Pittsburgh,32,Top 25
Sam Mertes,New York
Harry Steinfeldt,Cincinnati
Hits,Ginger Beaumont,Pittsburgh,209,Top 25
Home Runs,Jimmy Sheckard,Brooklyn,9,Top 25
On Base Percentage,Roy Thomas,Philadelphia,.453,Top 25
RBI,Sam Mertes,New York,104,Top 25
Runs,Ginger Beaumont,Pittsburgh,137,Top 25
Slugging Average,Fred Clarke,Pittsburgh,.532,Top 25
Stolen Bases,Frank Chance,Chicago,67,Top 25
Jimmy Sheckard,Brooklyn
Total Bases,Ginger Beaumont,Pittsburgh,272,Top 25
Triples,Honus Wagner,Pittsburgh,19,Top 25
Statistic,Name(s),Team(s),#,Top 25
1903 N.L. History | 1903 A.L. History | Year-by-Year History
