col1
"1913 National League Player Review
← 1912 | 1913 Hitting Statistics League Leaders | 1914 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Bob Bescher,Cincinnati,94,Top 25
Batting Average,Jake Daubert,Brooklyn,.350,Top 25
Doubles,Red Smith,Brooklyn,40,Top 25
Hits,Gavvy Cravath,Philadelphia,179,Top 25
Home Runs,Gavvy Cravath,Philadelphia,19,Top 25
On Base Percentage,Miller Huggins,St. Louis,.432,Top 25
RBI,Gavvy Cravath,Philadelphia,128,Top 25
Runs,Max Carey,Pittsburgh,99,Top 25
Tommy Leach,Chicago
Slugging Average,Gavvy Cravath,Philadelphia,.568,Top 25
Stolen Bases,Max Carey,Pittsburgh,61,Top 25
Total Bases,Gavvy Cravath,Philadelphia,298,Top 25
Triples,Vic Saier,Chicago,21,Top 25
Statistic,Name(s),Team(s),#,Top 25
1913 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
