col1
"1955 National League Player Review
← 1954 | 1955 Hitting Statistics League Leaders | 1956 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Eddie Mathews,Milwaukee,109,Top 25
Batting Average,Richie Ashburn,Philadelphia,.338,Top 25
Doubles,Hank Aaron,Milwaukee,37,Top 25
Johnny Logan,Milwaukee,37
Hits,Ted Kluszewski,Cincinnati,192,Top 25
Home Runs,Willie Mays,New York,51,Top 25
On Base Percentage,Richie Ashburn,Philadelphia,.449,Top 25
RBI,Duke Snider,Brooklyn,136,Top 25
Runs,Duke Snider,Brooklyn,126,Top 25
Slugging Average,Willie Mays,New York,.659,Top 25
Stolen Bases,Bill Bruton,Milwaukee,25,Top 25
Total Bases,Willie Mays,New York,382,Top 25
Triples,Dale Long,Pittsburgh,13,Top 25
Willie Mays,New York,13
Statistic,Name(s),Team(s),#,Top 25
1955 N.L. History | 1955 A.L. History | Year-by-Year History
