col1
"1887 American Association Player Review
← 1886 | 1887 Hitting Statistics League Leaders | 1888 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Paul Radford,New York,106,Top 25
Batting Average,Tip O'Neill,St. Louis,.435,Top 25
Doubles,Tip O'Neill,St. Louis,52,Top 25
Hits,Pete Browning,Louisville,275,Top 25
Tip O'Neill,St. Louis
Home Runs,Tip O'Neill,St. Louis,14,Top 25
On Base Percentage,Tip O'Neill,St. Louis,.490,Top 25
RBI,Tip O'Neill,St. Louis,123,Top 25
Runs,Tip O'Neill,St. Louis,167,Top 25
Slugging Average,Tip O'Neill,St. Louis,.691,Top 25
Total Bases,Tip O'Neill,St. Louis,357,Top 25
Triples,Oyster Burns,Baltimore,19,Top 25
Jumbo Davis,Baltimore
John Kerins,Louisville
Bid McPhee,Cincinnati
Tip O'Neill,St. Louis
Tom Poorman,Philadelphia
Statistic,Name(s),Team(s),#,Top 25
1887 A.A. History | Year-by-Year History
