col1
"1927 National League Player Review
← 1926 | 1927 Hitting Statistics League Leaders | 1928 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Rogers Hornsby,Boston,86,Top 25
Batting Average,Paul Waner,Pittsburgh,.380,Top 25
Doubles,Riggs Stephenson,Chicago,46,Top 25
Hits,Paul Waner,Pittsburgh,237,Top 25
Home Runs,Cy Williams,Philadelphia,30,Top 25
Hack Wilson,Chicago
On Base Percentage,Rogers Hornsby,New York,.448,Top 25
RBI,Paul Waner,Pittsburgh,131,Top 25
Runs,Rogers Hornsby,New York,133,Top 25
Lloyd Waner,Pittsburgh
Slugging Average,Chick Hafey,St. Louis,.590,Top 25
Stolen Bases,Frankie Frisch,St. Louis,48,Top 25
Total Bases,Paul Waner,Pittsburgh,342,Top 25
Triples,Paul Waner,Pittsburgh,18,Top 25
Statistic,Name(s),Team(s),#,Top 25
1927 N.L. History | 1927 A.L. History | Year-by-Year History
