col1
"1945 National League Player Review
← 1944 | 1945 Hitting Statistics League Leaders | 1946 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Eddie Stanky,Brooklyn,148,Top 25
Batting Average,Phil Cavarretta,Chicago,.355,Top 25
Doubles,Tommy Holmes,Boston,47,Top 25
Hits,Tommy Holmes,Boston,224,Top 25
Home Runs,Tommy Holmes,Boston,28,Top 25
On Base Percentage,Phil Cavarretta,Chicago,.449,Top 25
RBI,Dixie Walker,Brooklyn,124,Top 25
Runs,Eddie Stanky,Brooklyn,128,Top 25
Slugging Average,Tommy Holmes,Boston,.577,Top 25
Stolen Bases,Red Schoendienst,St. Louis,26,Top 25
Total Bases,Tommy Holmes,Boston,367,Top 25
Triples,Luis Olmo,Brooklyn,13,Top 25
Statistic,Name(s),Team(s),#,Top 25
1945 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
