col1
"1917 National League Player Review
← 1916 | 1917 Hitting Statistics League Leaders | 1918 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,George Burns,New York,75,Top 25
Batting Average,Edd Roush,Cincinnati,.341,Top 25
Doubles,Heinie Groh,Cincinnati,39,Top 25
Hits,Heinie Groh,Cincinnati,182,Top 25
Home Runs,Gavvy Cravath,Philadelphia,12,Top 25
Dave Robertson,New York
On Base Percentage,Heinie Groh,Cincinnati,.385,Top 25
RBI,Heinie Zimmerman,New York,102,Top 25
Runs,George Burns,New York,103,Top 25
Slugging Average,Rogers Hornsby,St. Louis,.484,Top 25
Stolen Bases,Max Carey,Pittsburgh,46,Top 25
Total Bases,Rogers Hornsby,St. Louis,253,Top 25
Triples,Rogers Hornsby,St. Louis,17,Top 25
Statistic,Name(s),Team(s),#,Top 25
1917 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
