col1
"1919 National League Player Review
← 1918 | 1919 Hitting Statistics League Leaders | 1920 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,George Burns,New York,82,Top 25
Batting Average,Edd Roush,Cincinnati,.321,Top 25
Doubles,Ross Youngs,New York,31,Top 25
Hits,Ivy Olson,Brooklyn,164,Top 25
Home Runs,Gavvy Cravath,Philadelphia,12,Top 25
On Base Percentage,George Burns,New York,.396,Top 25
RBI,Hy Myers,Brooklyn,73,Top 25
Runs,George Burns,New York,86,Top 25
Slugging Average,Hy Myers,Brooklyn,.436,Top 25
Stolen Bases,George Burns,New York,40,Top 25
Total Bases,Hy Myers,Brooklyn,223,Top 25
Triples,Hy Myers,Brooklyn,14,Top 25
Billy Southworth,Pittsburgh
Statistic,Name(s),Team(s),#,Top 25
1919 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
