col1
"1961 National League Player Review
← 1960 | 1961 Hitting Statistics League Leaders | 1962 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Eddie Mathews,Milwaukee,93,Top 25
Batting Average,Roberto Clemente,Pittsburgh,.351,Top 25
Doubles,Hank Aaron,Milwaukee,39,Top 25
Hits,Vada Pinson,Cincinnati,208,Top 25
Home Runs,Orlando Cepeda,San Francisco,46,Top 25
On Base Percentage,Wally Moon,Los Angeles,.438,Top 25
RBI,Orlando Cepeda,San Francisco,142,Top 25
Runs,Willie Mays,San Francisco,129,Top 25
Slugging Average,Frank Robinson,Cincinnati,.611,Top 25
Stolen Bases,Maury Wills,Los Angeles,35,Top 25
Total Bases,Hank Aaron,Milwaukee,358,Top 25
Triples,George Altman,Chicago,12,Top 25
Statistic,Name(s),Team(s),#,Top 25
1961 N.L. History | 1961 A.L. History | Year-by-Year History
