col1
"1941 National League Player Review
← 1940 | 1941 Hitting Statistics League Leaders | 1942 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Elbie Fletcher,Pittsburgh,118,Top 25
Batting Average,Pete Reiser,Brooklyn,.343,Top 25
Doubles,Johnny Mize,St. Louis,39,Top 25
Pete Reiser,Brooklyn
Hits,Stan Hack,Chicago,186,Top 25
Home Runs,Dolph Camilli,Brooklyn,34,Top 25
On Base Percentage,Elbie Fletcher,Pittsburgh,.421,Top 25
RBI,Dolph Camilli,Brooklyn,120,Top 25
Runs,Pete Reiser,Brooklyn,117,Top 25
Slugging Average,Pete Reiser,Brooklyn,.558,Top 25
Stolen Bases,Danny Murtaugh,Pittsburgh,18,Top 25
Total Bases,Pete Reiser,Brooklyn,299,Top 25
Triples,Pete Reiser,Brooklyn,17,Top 25
Statistic,Name(s),Team(s),#,Top 25
1941 N.L. History | 1941 A.L. History | Year-by-Year History
