col1
"1920 National League Player Review
← 1919 | 1920 Hitting Statistics League Leaders | 1921 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,George Burns,New York,76,Top 25
Batting Average,Rogers Hornsby,St. Louis,.370,Top 25
Doubles,Rogers Hornsby,St. Louis,44,Top 25
Hits,Rogers Hornsby,St. Louis,218,Top 25
Home Runs,Cy Williams,Philadelphia,15,Top 25
On Base Percentage,Rogers Hornsby,St. Louis,.431,Top 25
RBI,Rogers Hornsby,St. Louis,94,Top 25
George Kelly,New York
Runs,George Burns,New York,115,Top 25
Slugging Average,Rogers Hornsby,St. Louis,.559,Top 25
Stolen Bases,Max Carey,Pittsburgh,52,Top 25
Total Bases,Rogers Hornsby,St. Louis,329,Top 25
Triples,Hy Myers,Brooklyn,22,Top 25
Statistic,Name(s),Team(s),#,Top 25
1920 A.L. | N.L. Retirements | N.L. Rookies | Year-by-Year
