col1
"1983 National League Player Review
← 1982 | 1983 Hitting Statistics League Leaders | 1984 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Mike Schmidt,Philadelphia,128,Top 25
Batting Average,Bill Madlock,Pittsburgh,.323,Top 25
Doubles,Bill Buckner,Chicago,38,Top 25
Al Oliver,Montreal
Johnny Ray,Pittsburgh
Hits,Jose Cruz,Houston,189,Top 25
Andre Dawson,Montreal
Home Runs,Mike Schmidt,Philadelphia,40,Top 25
On Base Percentage,Mike Schmidt,Philadelphia,.402,Top 25
RBI,Dale Murphy,Atlanta,121,Top 25
Runs,Tim Raines,Montreal,133,Top 25
Slugging Average,Dale Murphy,Atlanta,.540,Top 25
Stolen Bases,Tim Raines,Montreal,90,Top 25
Total Bases,Andre Dawson,Montreal,341,Top 25
Triples,Brett Butler,Atlanta,13,Top 25
Statistic,Name(s),Team(s),#,Top 25
1983 N.L. History | 1983 A.L. History | Year-by-Year History
