col1
"1889 American Association Player Review
← 1888 | 1889 Hitting Statistics League Leaders | 1890 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Yank Robinson,St. Louis,118,Top 25
Batting Average,Tommy Tucker,Baltimore,.372,Top 25
Doubles,Curt Welch,Philadelphia,39,Top 25
Hits,Tommy Tucker,Baltimore,196,Top 25
Home Runs,Bug Holliday,Cincinnati,19,Top 25
Harry Stovey,Philadelphia
On Base Percentage,Tommy Tucker,Baltimore,.450,Top 25
RBI,Harry Stovey,Philadelphia,119,Top 25
Runs,Harry Stovey,Philadelphia,152,Top 25
Slugging Average,Harry Stovey,Philadelphia,.525,Top 25
Total Bases,Harry Stovey,Philadelphia,292,Top 25
Triples,Lefty Marr,Columbus,15,Top 25
Statistic,Name(s),Team(s),#,Top 25
1889 A.A. History | 1889 N.L. History | Year-by-Year History
