col1
"1895 National League Player Review
← 1894 | 1895 Hitting Statistics League Leaders | 1896 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,Billy Hamilton,Philadelphia,96,Top 25
Bill Joyce,Washington
Batting Average,Jesse Burkett,Cleveland,.409,Top 25
Doubles,Ed Delahanty,Philadelphia,49,Top 25
Hits,Jesse Burkett,Cleveland,225,Top 25
Home Runs,Sam Thompson,Philadelphia,18,Top 25
On Base Percentage,Ed Delahanty,Philadelphia,.500,Top 25
RBI,Sam Thompson,Philadelphia,165,Top 25
Runs,Billy Hamilton,Philadelphia,166,Top 25
Slugging Average,Sam Thompson,Philadelphia,.654,Top 25
Stolen Bases,Billy Hamilton,Philadelphia,97,Top 25
Total Bases,Sam Thompson,Philadelphia,352,Top 25
Triples,Kip Selbach,Washington,22,Top 25
Statistic,Name(s),Team(s),#,Top 25
1895 N.L. History | Year-by-Year History
